MATI LAOS, 174, Eesti Konservatiivne Rahvaerakond, 18.03.1955, , Harku vald
ANDRUS SEPPAM, 175, -, 08.10.1963, , Harku vald
IMRE ENN, 176, -, 01.10.1974, , Harku vald
AIVO KROLL, 177, -, 16.11.1963, , Harku vald
JAAK SOOLEP, 178, Eesti Iseseisvuspartei, 30.08.1968, , Harku vald
JAANUS MATSO, 179, Eesti Konservatiivne Rahvaerakond, 25.07.1961, , Harku vald
ANDREI AMBROS, 180, Eesti Konservatiivne Rahvaerakond, 01.04.1966, , Harku vald
HEIKO JUHKAMSOO, 181, Eesti Konservatiivne Rahvaerakond, 06.11.1979, , Harku vald
ERIK SANDLA, 182, ISAMAA Erakond, 02.06.1961, , Harku vald
KAUPO RÄTSEPP, 183, ISAMAA Erakond, 16.02.1977, , Harku vald
KAIDO KRUUSOJA, 184, ISAMAA Erakond, 12.03.1964, , Harku vald
ENE ALTTOA, 185, ISAMAA Erakond, 25.11.1946, , Harku vald
VELLO VIIBURG, 186, -, 17.07.1958, , Harku vald
MEELIS HÄRMS, 187, ISAMAA Erakond, 13.01.1971, , Harku vald
AADU KANA, 188, -, 29.12.1940, , Harku vald
MARGE KALJURAND, 189, -, 16.09.1976, , Harku vald
MARK UUSSAAR, 190, -, 07.01.1975, , Harku vald
INDREK ANEPAIO, 191, -, 04.02.1980, , Harku vald
RAINER OTTIS, 192, -, 20.03.1984, , Harku vald
EDDI TOMBAND, 193, ISAMAA Erakond, 25.06.1960, , Harku vald
OLAV AARNA, 194, ISAMAA Erakond, 04.11.1942, , Harku vald
ARNE KASK, 195, ISAMAA Erakond, 25.06.1961, , Harku vald
AIN KABAL, 196, -, 10.06.1962, , Harku vald
VEIKO TOOMLAID, 197, -, 29.06.1964, , Harku vald
RENE SÜLD, 198, -, 17.02.1962, , Harku vald
LEMBIT TAMPERE, 199, ISAMAA Erakond, 08.09.1975, , Harku vald
MEELIS RAJAPUU, 200, ISAMAA Erakond, 29.12.1978, , Harku vald
ANN HALLIKA, 201, ISAMAA Erakond, 30.01.1953, , Harku vald
GERD-RAINER LUHALEP, 202, -, 11.06.1980, , Harku vald
JAANUS ILUMETS, 203, ISAMAA Erakond, 17.02.1964, , Harku vald
VIIGI SAKSAKULM, 204, ISAMAA Erakond, 01.01.1949, , Harku vald
VEIKO TOOMINGAS, 205, -, 03.07.1979, , Harku vald
IVO SAKSAKULM, 206, -, 01.12.1966, , Harku vald
RAUL KESKÜLA, 207, -, 12.09.1974, , Harku vald
REIN KOOLI, 208, Eesti Keskerakond, 22.09.1943, , Harku vald
ERKKI MARKUS, 209, -, 20.04.1983, , Harku vald
BO ARTUR OLSSON, 210, Erakond Eestimaa Rohelised, 14.07.1954, , Harku vald
ERIK ARONIJA, 101, Eesti Keskerakond, 02.04.1971, , Jõelähtme vald
VITALI RÕTŠOV, 102, Eesti Keskerakond, 08.08.1979, , Jõelähtme vald
ÜLLE ERANURM, 103, Eesti Keskerakond, 04.11.1955, , Jõelähtme vald
GENNADI KEKS, 104, Eesti Keskerakond, 18.04.1958, , Jõelähtme vald
KAI RIMMEL, 105, Eesti Konservatiivne Rahvaerakond, 23.11.1952, , Jõelähtme vald
KALEV TULITS, 106, Eesti Konservatiivne Rahvaerakond, 06.05.1976, , Jõelähtme vald
PENTTI PILNIK, 107, Eesti Konservatiivne Rahvaerakond, 01.04.1965, , Jõelähtme vald
KALLE KÜTT, 108, Eesti Konservatiivne Rahvaerakond, 03.02.1963, , Jõelähtme vald
INDREK TIIK, 109, Eesti Konservatiivne Rahvaerakond, 29.07.1970, , Jõelähtme vald
LARISA ILJINA, 110, -, 17.02.1958, , Jõelähtme vald
TÕNU LAUTER, 111, Eesti Konservatiivne Rahvaerakond, 05.03.1966, , Jõelähtme vald
KERSTI-DAGMAR VARES, 112, -, 17.09.1941, , Jõelähtme vald
ALLAN KERSTEN, 113, Eesti Konservatiivne Rahvaerakond, 11.10.1995, , Jõelähtme vald
LJUDMILA PIHO, 114, -, 24.09.1966, , Jõelähtme vald
MAIDO PAJO, 115, Eesti Konservatiivne Rahvaerakond, 24.10.1950, , Jõelähtme vald
RENALTINI VILIPUS, 116, ISAMAA Erakond, 08.03.1977, , Jõelähtme vald
TAIVO VIRVE, 117, ISAMAA Erakond, 15.08.1974, , Jõelähtme vald
MERIKE METSTAK, 118, Sotsiaaldemokraatlik Erakond, 26.07.1952, , Jõelähtme vald
ALLAR-REINHOLD VEELMAA, 119, Sotsiaaldemokraatlik Erakond, 04.03.1963, , Jõelähtme vald
ASKO PUKK, 120, -, 03.10.1976, , Jõelähtme vald
RIINA VAHISALU, 121, -, 19.06.1981, , Jõelähtme vald
MART SEPP, 122, Sotsiaaldemokraatlik Erakond, 24.10.1961, , Jõelähtme vald
MAILIS SAU, 123, Sotsiaaldemokraatlik Erakond, 08.07.1985, , Jõelähtme vald
TIINA MUDDI, 124, Sotsiaaldemokraatlik Erakond, 03.11.1968, , Jõelähtme vald
HILLE KADASTIK, 125, Sotsiaaldemokraatlik Erakond, 24.09.1956, , Jõelähtme vald
LEA LAMASO, 126, Sotsiaaldemokraatlik Erakond, 30.12.1964, , Jõelähtme vald
ROLAND RIKOLAS, 127, -, 22.02.1999, , Jõelähtme vald
LYDIA ALLIKSOO, 128, Sotsiaaldemokraatlik Erakond, 09.07.1953, , Jõelähtme vald
TIIT TÜVI, 129, -, 23.10.1949, , Jõelähtme vald
VELLO VOOG, 130, Sotsiaaldemokraatlik Erakond, 02.08.1951, , Jõelähtme vald
TIINA KREITSVALD, 131, -, 13.07.1971, , Jõelähtme vald
ÜLLE PELJO, 132, Sotsiaaldemokraatlik Erakond, 15.10.1957, , Jõelähtme vald
ALLAR VÄÄLMA, 133, Sotsiaaldemokraatlik Erakond, 20.10.1988, , Jõelähtme vald
SIGNE VEELMAA, 134, Eesti Reformierakond, 17.05.1969, , Jõelähtme vald
TAAVI TALVIK, 135, Sotsiaaldemokraatlik Erakond, 27.07.1969, , Jõelähtme vald
ANDRUS UMBOJA, 136, Eesti Reformierakond, 28.11.1976, , Jõelähtme vald
VÄINO HAAB, 137, Eesti Reformierakond, 14.02.1957, , Jõelähtme vald
ART KUUM, 138, Eesti Reformierakond, 09.08.1971, , Jõelähtme vald
TIIA VÄLK, 139, -, 25.01.1961, , Jõelähtme vald
TÕNU VAHER, 140, -, 26.10.1960, , Jõelähtme vald
TOOMAS LAANEJÕE, 141, Eesti Reformierakond, 31.12.1967, , Jõelähtme vald
RIIMAS UKANIS, 142, Eesti Reformierakond, 16.04.1971, , Jõelähtme vald
TÕNIS TUUDER, 143, -, 17.08.1976, , Jõelähtme vald
ANNELI RAUDLAM, 144, Eesti Reformierakond, 14.04.1982, , Jõelähtme vald
JÜRI PAAVEL, 145, -, 14.05.1966, , Jõelähtme vald
PRIIT PÕLDMA, 146, Eesti Reformierakond, 10.02.1969, , Jõelähtme vald
ANDRUS SEPP, 147, -, 12.04.1968, , Jõelähtme vald
ESTER SASSI, 148, -, 21.02.1952, , Jõelähtme vald
ARNO KANNIKE, 149, -, 04.11.1942, , Jõelähtme vald
JAANUS HIIS, 150, Sotsiaaldemokraatlik Erakond, 09.01.1958, , Jõelähtme vald
RANELE RAUDSOO, 151, -, 15.05.1989, , Jõelähtme vald
KAILI RAAMAT, 152, -, 01.03.1971, , Jõelähtme vald
JANA AASLA, 153, -, 07.01.1970, , Jõelähtme vald
ÜLLAR KERDE, 154, -, 01.04.1954, , Jõelähtme vald
MEELIS VÄLK, 155, -, 01.04.1976, , Jõelähtme vald
SILJA HOLTER, 156, Eesti Reformierakond, 13.03.1981, , Jõelähtme vald
ANDRUS KULDKEPP, 157, Eesti Reformierakond, 13.12.1975, , Jõelähtme vald
ALARI KASEMAA, 158, -, 26.05.1970, , Jõelähtme vald
MEELIS KASK, 159, -, 13.09.1973, , Jõelähtme vald
VELJO HAAVEL, 160, Eesti Reformierakond, 07.04.1963, , Jõelähtme vald
JAAN TEPP, 161, Erakond Eesti 200, 23.06.1966, , Jõelähtme vald
KAIDY MATVEUS, 162, -, 15.11.1979, , Jõelähtme vald
KAUR KALMU, 163, Erakond Eesti 200, 07.01.1995, , Jõelähtme vald
MANFRED MLETSIN, 164, Erakond Eesti 200, 12.11.1992, , Jõelähtme vald
SIIRI REBANE, 165, Erakond Eestimaa Rohelised, 31.07.1969, , Jõelähtme vald
MATIS VELT, 166, Erakond Eestimaa Rohelised, 05.08.1988, , Jõelähtme vald
MERIKE PETERSON, 167, -, 30.06.1965, , Jõelähtme vald
ENNO FELS, 101, Eesti Reformierakond, 06.09.1954, , Keila linn
TANEL MÕISTUS, 102, Eesti Reformierakond, 28.02.1982, , Keila linn
INGE ANGERJAS, 103, Eesti Reformierakond, 20.06.1966, , Keila linn
TIMO SUSLOV, 104, Eesti Reformierakond, 02.07.1981, , Keila linn
ERKI FELS, 105, Eesti Reformierakond, 10.03.1989, , Keila linn
MARET LEPIKSAAR, 106, Eesti Reformierakond, 11.05.1977, , Keila linn
KARL OLAF LOOG, 107, Eesti Reformierakond, 23.03.1998, , Keila linn
TARMO TAMKIVI, 108, Eesti Reformierakond, 17.01.1966, , Keila linn
ANDRUS LOOG, 109, Eesti Reformierakond, 14.08.1963, , Keila linn
IVAR KRUSTOK, 110, Eesti Reformierakond, 22.08.1990, , Keila linn
KALLE KASK, 111, Eesti Reformierakond, 24.12.1968, , Keila linn
JANNE SIREL, 112, Eesti Reformierakond, 19.05.1983, , Keila linn
MATI KRUSEL, 113, -, 23.03.1957, , Keila linn
KRISTOPHER MURAVEISKI, 114, Eesti Reformierakond, 25.03.2002, , Keila linn
AARE LEPIKSAAR, 115, -, 19.10.1981, , Keila linn
TONI MEIJEL, 116, -, 18.10.1975, , Keila linn
KASPAR KUUS, 117, -, 10.12.1996, , Keila linn
MARGUS VÄLJA, 118, Eesti Reformierakond, 23.07.1958, , Keila linn
TANEL SUSLOV, 119, Eesti Reformierakond, 02.07.1981, , Keila linn
MÄRT JAMNES, 120, Eesti Reformierakond, 26.03.1951, , Keila linn
KRISTOFER RENNEL, 121, Eesti Reformierakond, 12.06.1996, , Keila linn
EIKE KÄSI, 122, -, 11.09.1955, , Keila linn
ANDREAS MÄNDMETS, 123, -, 06.12.1979, , Keila linn
LENNE NÕU, 124, -, 12.02.1958, , Keila linn
KERLY KAARES, 125, -, 03.12.1979, , Keila linn
URMAS PIILBERG, 126, -, 11.07.1971, , Keila linn
LEA VAHTER, 127, -, 07.07.1961, , Keila linn
TIINA LEIGER-SUURVÄRAV, 128, Eesti Reformierakond, 09.09.1988, , Keila linn
TOIVO LUMISTE, 129, Eesti Reformierakond, 02.02.1947, , Keila linn
DEIVIS SEPP, 130, Eesti Reformierakond, 20.11.1988, , Keila linn
VAHUR LÖÖR, 131, -, 21.04.1967, , Keila linn
MARGUS NIGOL, 132, -, 18.02.1968, , Keila linn
MARGIT PIHLAMETS, 133, -, 08.06.1977, , Keila linn
TÕNU TOOMSALU, 134, -, 08.05.1959, , Keila linn
MARKO VÄLJA, 135, Eesti Reformierakond, 17.07.1984, , Keila linn
MARI REIER, 136, Eesti Reformierakond, 21.12.1988, , Keila linn
MEELIS AAB, 137, -, 19.03.1968, , Keila linn
TÕNU KAUR, 138, Eesti Konservatiivne Rahvaerakond, 29.12.1955, , Keila linn
STEN LINDMETS, 139, Eesti Konservatiivne Rahvaerakond, 11.03.1987, , Keila linn
KAREN TEINEMAA, 140, Eesti Konservatiivne Rahvaerakond, 27.11.1978, , Keila linn
VEIKKO LEEMET, 141, Eesti Konservatiivne Rahvaerakond, 29.04.1972, , Keila linn
URMAS LÄÄNE, 142, Eesti Konservatiivne Rahvaerakond, 24.04.1969, , Keila linn
JEVGENI TAMME, 143, Eesti Keskerakond, 03.12.1986, , Keila linn
SNEŽANA UŠAKOVA, 144, Eesti Keskerakond, 07.12.1973, , Keila linn
OKSANA JÕE, 145, -, 17.12.1970, , Keila linn
ARINA ALEKTOROVA, 146, Eesti Keskerakond, 20.10.1978, , Keila linn
SIINA RAJAMÄE, 147, Eesti Keskerakond, 01.07.1952, , Keila linn
ANŽEI UŠAKOV, 148, Eesti Keskerakond, 03.04.1995, , Keila linn
TATJANA DRUŽININA, 149, Eesti Keskerakond, 13.11.1954, , Keila linn
ALEVTINA IONOVA, 150, Eesti Keskerakond, 03.04.1940, , Keila linn
ELVI MAKKE, 151, Eesti Keskerakond, 20.06.1937, , Keila linn
EVI PETERSON, 152, Eesti Keskerakond, 07.04.1938, , Keila linn
ANNELI PÄRLIN, 153, Sotsiaaldemokraatlik Erakond, 29.12.1976, , Keila linn
AHTI NOOR, 154, Sotsiaaldemokraatlik Erakond, 18.09.1985, , Keila linn
SILLE KROON, 155, Sotsiaaldemokraatlik Erakond, 05.05.1985, , Keila linn
MATI ÕUNLOO, 156, Sotsiaaldemokraatlik Erakond, 11.09.1958, , Keila linn
PÄRJE ÜLAVERE, 157, Sotsiaaldemokraatlik Erakond, 19.01.1973, , Keila linn
PRIIT KUSTALA, 158, -, 02.09.1980, , Keila linn
KARL KAJAK, 159, -, 24.11.2002, , Keila linn
LIISI VIIGISALU, 160, Sotsiaaldemokraatlik Erakond, 24.11.1977, , Keila linn
MATI KOPPEL, 161, -, 04.10.1972, , Keila linn
SIRJE KAUR, 162, Sotsiaaldemokraatlik Erakond, 29.08.1949, , Keila linn
ANTS MUGAMÄE, 163, Sotsiaaldemokraatlik Erakond, 01.06.1979, , Keila linn
DAGMAR ADLER, 164, Sotsiaaldemokraatlik Erakond, 28.11.1982, , Keila linn
TÕNU EELMÄE, 165, -, 10.07.1982, , Keila linn
TRIIN RATTISTE, 166, -, 13.05.1985, , Keila linn
TOOMAS AASA, 167, -, 25.04.1971, , Keila linn
KRISTIINA-LOWISA OSA, 168, Sotsiaaldemokraatlik Erakond, 09.01.1973, , Keila linn
TAAVI TERASMAA, 169, -, 30.01.1982, , Keila linn
KAROLIN HALLIKA, 170, -, 01.09.1977, , Keila linn
KRISTOFER PÄRLIN, 171, -, 07.06.2003, , Keila linn
HEIDI RAJAMÄE-PARIK, 172, -, 14.10.1977, , Keila linn
MERIKE KÄVER, 173, ISAMAA Erakond, 27.05.1972, , Keila linn
ERMO SOOBIK, 174, ISAMAA Erakond, 23.12.1973, , Keila linn
LISETT REIMANN-ERIK, 175, ISAMAA Erakond, 12.03.1991, , Keila linn
PAUL TAKLAJA, 176, -, 07.04.1982, , Keila linn
MARE LILLEPUU, 177, ISAMAA Erakond, 03.08.1959, , Keila linn
TARMO GRIFFEL, 178, -, 27.08.1980, , Keila linn
SIRJE KERSNA-LAHT, 179, ISAMAA Erakond, 31.10.1950, , Keila linn
ANTS LEEMETS, 180, ISAMAA Erakond, 22.09.1938, , Keila linn
RAIDO NIINBERG, 181, -, 09.06.1990, , Keila linn
JAAN MURDLA, 182, -, 25.01.1967, , Keila linn
VILJAR PAALAROOS, 183, -, 31.01.1968, , Keila linn
ELMET PUHM, 184, -, 14.01.1969, , Keila linn
MERLE LIIVAND, 185, -, 31.10.1971, , Keila linn
KEIU VALGE, 186, -, 01.01.1979, , Keila linn
PRIIT ORUSALU, 187, -, 13.04.1974, , Keila linn
PILLE SAKTEOS, 188, -, 14.11.1966, , Keila linn
KERTU LEPIKSAAR, 189, -, 18.10.1991, , Keila linn
MADIS KÕRVITS, 190, -, 22.08.1969, , Keila linn
HELEN REIS, 191, -, 22.06.1978, , Keila linn
JAAK SIRP, 192, -, 11.05.1974, , Keila linn
ANDRES-INDREK PAUKSON, 193, -, 18.04.1969, , Keila linn
EVELY SAGOR, 194, -, 20.05.1976, , Keila linn
RICHARD ROBIN PAUKSON, 195, -, 07.04.2000, , Keila linn
VELJO REINIK, 196, -, 15.06.1981, , Keila linn
MAREK VÄLJARI, 101, -, 16.04.1971, , Kiili vald
INDREK SINISAAR, 102, -, 09.10.1975, , Kiili vald
TRIIN JAAGO, 103, -, 27.07.1971, , Kiili vald
INDREK RAADIK, 104, ISAMAA Erakond, 13.03.1975, , Kiili vald
STYNA EERMA, 105, -, 22.09.1975, , Kiili vald
PRIIT TAMME, 106, -, 29.04.1972, , Kiili vald
EPP PRIIMÄGI, 107, ISAMAA Erakond, 07.09.1980, , Kiili vald
PEETER VELTMANN, 108, -, 30.04.1954, , Kiili vald
KUSTA KASKA, 109, ISAMAA Erakond, 18.05.1970, , Kiili vald
ERMO TÄKS, 110, ISAMAA Erakond, 15.03.1971, , Kiili vald
PRIIT ROOSTALU, 111, Erakond Eesti 200, 29.01.1984, , Kiili vald
ANDRES KOLBAK, 112, -, 18.02.1966, , Kiili vald
SERGEI KIVI, 113, ISAMAA Erakond, 17.02.1960, , Kiili vald
VILLE VALLASTE, 114, ISAMAA Erakond, 07.04.1977, , Kiili vald
ELINA JÜRGENSON, 115, -, 16.10.1977, , Kiili vald
OLE LOIGU, 116, ISAMAA Erakond, 27.02.1962, , Kiili vald
